category,pct_human_conv,pct_aei_api,pct_microsoft,pct_mcp,rank_human_conv,intop_human_conv,rank_aei_api,intop_aei_api,rank_microsoft,intop_microsoft,rank_mcp,intop_mcp,confidence_count,confidence_tier
Data Warehousing Specialists,64.77,71.54,46.74,72.81,43.00,0,6.00,1,31.00,0,12.00,1,2,Low (2/4)
Database Administrators,67.29,40.56,46.31,71.03,28.00,1,138.00,0,35.00,0,16.00,1,2,Low (2/4)
Database Architects,53.37,54.80,38.92,63.08,133.00,0,56.00,0,135.00,0,42.00,0,0,None (0/4)
Demonstrators and Product Promoters,53.10,38.49,41.67,40.14,136.00,0,148.00,0,89.00,0,174.00,0,0,None (0/4)
Dental Assistants,12.50,28.60,12.50,13.49,796.00,0,219.00,0,748.00,0,624.00,0,0,None (0/4)
Dental Hygienists,6.72,9.13,4.65,12.47,874.00,0,451.00,0,889.00,0,647.00,0,0,None (0/4)
Dental Laboratory Technicians,10.16,9.17,10.16,0.88,833.00,0,448.00,0,798.00,0,893.00,0,0,None (0/4)
"Dentists, General",27.23,23.48,8.74,5.22,517.00,0,263.00,0,829.00,0,815.00,0,0,None (0/4)
Dermatologists,28.56,0.00,11.53,9.87,497.00,0,640.00,0,768.00,0,712.00,0,0,None (0/4)
"Derrick Operators, Oil and Gas",19.38,0.00,19.38,2.51,658.00,0,640.00,0,572.00,0,859.00,0,0,None (0/4)
Desktop Publishers,63.36,46.72,43.24,66.96,54.00,0,108.00,0,64.00,0,32.00,0,0,None (0/4)
Detectives and Criminal Investigators,31.20,22.66,31.20,25.00,445.00,0,272.00,0,287.00,0,385.00,0,0,None (0/4)
Diagnostic Medical Sonographers,35.79,14.89,19.30,20.12,374.00,0,353.00,0,575.00,0,477.00,0,0,None (0/4)
Dietetic Technicians,44.74,38.91,23.79,29.16,230.00,0,142.00,0,449.00,0,312.00,0,0,None (0/4)
Dietitians and Nutritionists,42.31,31.08,40.32,32.90,264.00,0,200.00,0,114.00,0,254.00,0,0,None (0/4)
Digital Forensics Analysts,45.34,0.00,45.34,52.49,221.00,0,640.00,0,43.00,0,96.00,0,0,None (0/4)
Dining Room and Cafeteria Attendants and Bartender Helpers,13.34,0.00,13.34,9.62,783.00,0,640.00,0,728.00,0,720.00,0,0,None (0/4)
"Directors, Religious Activities and Education",54.69,25.65,30.60,15.33,123.00,0,244.00,0,294.00,0,574.00,0,0,None (0/4)
"Disc Jockeys, Except Radio",25.07,0.00,25.07,29.52,551.00,0,640.00,0,415.00,0,305.00,0,0,None (0/4)
Dishwashers,5.27,0.00,5.27,0.00,889.00,0,640.00,0,874.00,0,902.00,0,0,None (0/4)
"Dispatchers, Except Police, Fire, and Ambulance",41.12,37.86,28.63,59.45,284.00,0,152.00,0,333.00,0,57.00,0,0,None (0/4)
Document Management Specialists,58.59,54.20,44.31,70.09,89.00,0,61.00,0,56.00,0,19.00,1,1,Single-source (1/4)
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",40.73,46.42,40.73,54.66,290.00,0,112.00,0,102.00,0,87.00,0,0,None (0/4)
Dredge Operators,0.00,0.00,0.00,10.32,916.00,0,640.00,0,916.00,0,699.00,0,0,None (0/4)
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16.32,0.00,16.03,6.48,713.00,0,640.00,0,646.00,0,793.00,0,0,None (0/4)
Driver/Sales Workers,16.94,20.57,4.96,36.86,702.00,0,289.00,0,883.00,0,199.00,0,0,None (0/4)
Drywall and Ceiling Tile Installers,13.34,6.05,10.18,8.29,782.00,0,526.00,0,797.00,0,757.00,0,0,None (0/4)
"Earth Drillers, Except Oil and Gas",5.49,0.00,5.49,8.49,886.00,0,640.00,0,870.00,0,746.00,0,0,None (0/4)
"Economics Teachers, Postsecondary",69.69,63.62,33.90,28.41,19.00,1,22.00,1,216.00,0,329.00,0,2,Low (2/4)
Economists,57.48,59.52,49.72,27.10,96.00,0,41.00,0,15.00,1,347.00,0,1,Single-source (1/4)
Editors,53.93,36.77,42.04,41.10,129.00,0,161.00,0,82.00,0,166.00,0,0,None (0/4)
"Education Administrators, Kindergarten through Secondary",22.43,22.08,22.43,23.95,587.00,0,280.00,0,479.00,0,406.00,0,0,None (0/4)
"Education Administrators, Postsecondary",40.79,8.26,12.62,24.56,288.00,0,469.00,0,741.00,0,395.00,0,0,None (0/4)
"Education Teachers, Postsecondary",70.72,63.85,29.57,26.96,15.00,1,19.00,1,314.00,0,350.00,0,2,Low (2/4)
"Education and Childcare Administrators, Preschool and Daycare",27.09,25.03,27.09,24.81,518.00,0,252.00,0,364.00,0,390.00,0,0,None (0/4)
"Educational, Guidance, and Career Counselors and Advisors",40.04,29.64,40.04,21.00,301.00,0,211.00,0,121.00,0,458.00,0,0,None (0/4)
"Electric Motor, Power Tool, and Related Repairers",19.94,3.22,19.63,9.81,646.00,0,596.00,0,566.00,0,713.00,0,0,None (0/4)
Electrical Engineers,42.60,11.44,32.95,35.46,258.00,0,403.00,0,247.00,0,227.00,0,0,None (0/4)
Electrical Power-Line Installers and Repairers,20.80,0.00,19.30,9.12,620.00,0,640.00,0,576.00,0,733.00,0,0,None (0/4)
Electrical and Electronic Engineering Technologists and Technicians,42.53,13.14,42.53,30.75,261.00,0,383.00,0,73.00,0,284.00,0,0,None (0/4)
Electrical and Electronic Equipment Assemblers,22.51,12.29,19.86,19.00,585.00,0,390.00,0,558.00,0,497.00,0,0,None (0/4)
Electrical and Electronics Drafters,46.56,14.48,46.56,42.27,200.00,0,363.00,0,33.00,0,161.00,0,0,None (0/4)
"Electrical and Electronics Installers and Repairers, Transportation Equipment",26.09,12.73,23.50,13.98,532.00,0,386.00,0,454.00,0,612.00,0,0,None (0/4)
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",38.29,10.56,32.29,20.39,331.00,0,420.00,0,269.00,0,472.00,0,0,None (0/4)
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",41.62,0.00,40.69,32.06,276.00,0,640.00,0,103.00,0,264.00,0,0,None (0/4)
Electricians,38.10,14.17,32.95,11.74,335.00,0,368.00,0,248.00,0,660.00,0,0,None (0/4)
Electro-Mechanical and Mechatronics Technologists and Technicians,34.65,19.71,34.65,23.12,383.00,0,301.00,0,196.00,0,418.00,0,0,None (0/4)
Electromechanical Equipment Assemblers,14.80,6.02,12.58,8.05,753.00,0,527.00,0,744.00,0,762.00,0,0,None (0/4)
"Electronic Equipment Installers and Repairers, Motor Vehicles",27.41,15.78,23.09,15.12,512.00,0,342.00,0,465.00,0,576.00,0,0,None (0/4)
"Electronics Engineers, Except Computer",50.77,22.35,35.57,34.99,158.00,0,276.00,0,184.00,0,231.00,0,0,None (0/4)
"Elementary School Teachers, Except Special Education",56.49,38.60,26.07,19.18,108.00,0,147.00,0,390.00,0,491.00,0,0,None (0/4)
Elevator and Escalator Installers and Repairers,8.02,0.00,8.02,12.64,861.00,0,640.00,0,838.00,0,643.00,0,0,None (0/4)
"Eligibility Interviewers, Government Programs",45.25,36.81,37.08,50.05,222.00,0,160.00,0,164.00,0,113.00,0,0,None (0/4)
Embalmers,9.68,0.00,7.28,7.49,842.00,0,640.00,0,847.00,0,775.00,0,0,None (0/4)
Emergency Management Directors,26.92,0.00,25.40,18.77,520.00,0,640.00,0,410.00,0,501.00,0,0,None (0/4)
Emergency Medical Technicians,10.44,0.00,10.44,6.41,829.00,0,640.00,0,791.00,0,794.00,0,0,None (0/4)
Emergency Medicine Physicians,16.51,0.00,16.51,15.40,708.00,0,640.00,0,629.00,0,571.00,0,0,None (0/4)
Endoscopy Technicians,1.46,0.00,1.46,1.49,910.00,0,640.00,0,908.00,0,879.00,0,0,None (0/4)
Energy Auditors,28.20,7.54,18.46,35.51,503.00,0,487.00,0,589.00,0,224.00,0,0,None (0/4)
"Energy Engineers, Except Wind and Solar",34.01,27.55,34.01,31.20,396.00,0,228.00,0,212.00,0,276.00,0,0,None (0/4)
Engine and Other Machine Assemblers,18.72,7.43,15.25,2.19,669.00,0,492.00,0,665.00,0,866.00,0,0,None (0/4)
"Engineering Teachers, Postsecondary",71.79,55.80,32.46,30.29,10.00,1,52.00,0,259.00,0,291.00,0,1,Single-source (1/4)
"English Language and Literature Teachers, Postsecondary",61.41,52.83,34.57,39.74,71.00,0,75.00,0,199.00,0,175.00,0,0,None (0/4)
"Entertainment and Recreation Managers, Except Gambling",39.76,0.00,39.76,44.57,304.00,0,640.00,0,128.00,0,141.00,0,0,None (0/4)
Environmental Compliance Inspectors,32.75,2.62,32.31,30.64,419.00,0,607.00,0,268.00,0,285.00,0,0,None (0/4)
Environmental Economists,42.27,19.87,32.57,26.53,265.00,0,300.00,0,257.00,0,361.00,0,0,None (0/4)
Environmental Engineering Technologists and Technicians,31.26,18.20,31.26,36.51,443.00,0,318.00,0,286.00,0,205.00,0,0,None (0/4)
Environmental Engineers,37.18,4.30,24.74,16.47,352.00,0,568.00,0,424.00,0,546.00,0,0,None (0/4)
Environmental Restoration Planners,28.49,0.00,28.08,6.67,499.00,0,640.00,0,342.00,0,788.00,0,0,None (0/4)
"Environmental Science Teachers, Postsecondary",64.42,52.18,26.80,29.59,44.00,0,78.00,0,373.00,0,302.00,0,0,None (0/4)
"Environmental Science and Protection Technicians, Including Health",29.56,7.61,21.88,18.04,476.00,0,483.00,0,498.00,0,512.00,0,0,None (0/4)
"Environmental Scientists and Specialists, Including Health",43.34,26.01,27.57,19.93,248.00,0,242.00,0,350.00,0,479.00,0,0,None (0/4)
Epidemiologists,29.35,8.99,24.67,23.46,479.00,0,454.00,0,425.00,0,412.00,0,0,None (0/4)
Equal Opportunity Representatives and Officers,31.42,1.94,26.00,24.65,438.00,0,620.00,0,393.00,0,392.00,0,0,None (0/4)
Etchers and Engravers,17.43,0.00,16.91,18.50,695.00,0,640.00,0,620.00,0,504.00,0,0,None (0/4)
"Excavating and Loading Machine and Dragline Operators, Surface Mining",11.21,3.46,11.21,0.98,813.00,0,592.00,0,774.00,0,892.00,0,0,None (0/4)
Executive Secretaries and Executive Administrative Assistants,58.29,42.41,40.85,66.64,93.00,0,131.00,0,99.00,0,34.00,0,0,None (0/4)
Exercise Physiologists,34.42,37.90,22.34,25.79,389.00,0,151.00,0,483.00,0,371.00,0,0,None (0/4)
Exercise Trainers and Group Fitness Instructors,34.33,10.83,34.33,12.99,392.00,0,414.00,0,205.00,0,636.00,0,0,None (0/4)
"Explosives Workers, Ordnance Handling Experts, and Blasters",5.05,0.00,5.05,11.02,891.00,0,640.00,0,879.00,0,680.00,0,0,None (0/4)
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",20.75,0.00,20.75,8.04,624.00,0,640.00,0,537.00,0,763.00,0,0,None (0/4)
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",12.03,5.71,12.03,14.27,801.00,0,535.00,0,755.00,0,601.00,0,0,None (0/4)
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",18.58,0.00,18.58,14.48,674.00,0,640.00,0,587.00,0,595.00,0,0,None (0/4)
Fabric and Apparel Patternmakers,23.62,0.00,23.62,32.55,569.00,0,640.00,0,452.00,0,260.00,0,0,None (0/4)
Facilities Managers,7.55,1.86,7.55,36.06,868.00,0,621.00,0,842.00,0,210.00,0,0,None (0/4)
Fallers,15.08,0.00,15.08,2.23,744.00,0,640.00,0,670.00,0,865.00,0,0,None (0/4)
Family Medicine Physicians,21.06,19.70,21.06,10.40,612.00,0,302.00,0,525.00,0,697.00,0,0,None (0/4)
"Family and Consumer Sciences Teachers, Postsecondary",31.46,54.34,31.46,29.93,436.00,0,60.00,0,279.00,0,294.00,0,0,None (0/4)
Farm Equipment Mechanics and Service Technicians,18.20,0.00,18.20,13.28,681.00,0,640.00,0,594.00,0,629.00,0,0,None (0/4)
Farm Labor Contractors,19.80,0.00,19.80,21.42,649.00,0,640.00,0,560.00,0,451.00,0,0,None (0/4)
Farm and Home Management Educators,36.57,33.10,36.57,31.46,366.00,0,187.00,0,174.00,0,272.00,0,0,None (0/4)
"Farmers, Ranchers, and Other Agricultural Managers",12.11,4.31,12.11,14.74,800.00,0,566.00,0,754.00,0,584.00,0,0,None (0/4)
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5.69,3.85,5.69,8.45,883.00,0,582.00,0,867.00,0,749.00,0,0,None (0/4)
"Farmworkers, Farm, Ranch, and Aquacultural Animals",26.78,0.00,24.17,3.49,521.00,0,640.00,0,439.00,0,845.00,0,0,None (0/4)
Fashion Designers,54.52,10.94,40.95,36.28,125.00,0,412.00,0,96.00,0,208.00,0,0,None (0/4)
Fast Food and Counter Workers,29.37,7.52,29.37,15.08,478.00,0,488.00,0,316.00,0,577.00,0,0,None (0/4)
Fence Erectors,8.90,0.00,8.90,3.06,850.00,0,640.00,0,824.00,0,850.00,0,0,None (0/4)
Fiberglass Laminators and Fabricators,10.34,0.00,10.34,0.00,830.00,0,640.00,0,793.00,0,902.00,0,0,None (0/4)
File Clerks,48.59,32.24,38.45,53.04,183.00,0,194.00,0,141.00,0,94.00,0,0,None (0/4)
Film and Video Editors,54.78,55.41,22.74,43.46,119.00,0,54.00,0,473.00,0,151.00,0,0,None (0/4)
Financial Examiners,18.28,2.30,13.44,21.36,680.00,0,612.00,0,726.00,0,453.00,0,0,None (0/4)
Financial Managers,25.11,72.07,25.11,48.46,550.00,0,5.00,1,414.00,0,118.00,0,1,Single-source (1/4)
Financial Quantitative Analysts,65.29,71.15,46.70,60.74,39.00,0,7.00,1,32.00,0,52.00,0,1,Single-source (1/4)
Financial Risk Specialists,33.64,36.42,33.64,54.79,404.00,0,163.00,0,222.00,0,86.00,0,0,None (0/4)
Financial and Investment Analysts,50.47,34.81,50.47,55.12,161.00,0,171.00,0,11.00,1,85.00,0,1,Single-source (1/4)
"Fine Artists, Including Painters, Sculptors, and Illustrators",56.57,43.74,38.31,30.16,107.00,0,124.00,0,142.00,0,293.00,0,0,None (0/4)
Fire Inspectors and Investigators,21.51,0.00,21.51,13.57,604.00,0,640.00,0,512.00,0,622.00,0,0,None (0/4)
Fire-Prevention and Protection Engineers,33.79,0.00,33.64,16.01,400.00,0,640.00,0,223.00,0,553.00,0,0,None (0/4)
Firefighters,13.47,0.00,13.47,5.76,780.00,0,640.00,0,725.00,0,805.00,0,0,None (0/4)
First-Line Supervisors of Construction Trades and Extraction Workers,31.61,48.68,16.55,14.05,432.00,0,99.00,0,628.00,0,607.00,0,0,None (0/4)
First-Line Supervisors of Correctional Officers,21.42,11.02,20.71,11.26,605.00,0,409.00,0,538.00,0,671.00,0,0,None (0/4)
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",25.44,6.38,25.44,28.97,542.00,0,521.00,0,408.00,0,317.00,0,0,None (0/4)
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",7.87,3.23,7.87,13.34,864.00,0,595.00,0,840.00,0,627.00,0,0,None (0/4)
First-Line Supervisors of Firefighting and Prevention Workers,3.73,2.77,3.73,15.84,902.00,0,602.00,0,897.00,0,559.00,0,0,None (0/4)
First-Line Supervisors of Food Preparation and Serving Workers,34.28,10.45,26.19,28.99,393.00,0,425.00,0,386.00,0,316.00,0,0,None (0/4)
First-Line Supervisors of Gambling Services Workers,37.61,23.26,37.61,21.66,340.00,0,265.00,0,155.00,0,446.00,0,0,None (0/4)
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",29.79,11.68,25.84,25.61,470.00,0,398.00,0,398.00,0,374.00,0,0,None (0/4)
First-Line Supervisors of Housekeeping and Janitorial Workers,34.55,26.20,21.43,15.87,384.00,0,240.00,0,515.00,0,558.00,0,0,None (0/4)
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",21.63,8.04,16.10,21.72,601.00,0,471.00,0,645.00,0,444.00,0,0,None (0/4)
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,21.06,5.16,21.06,21.38,613.00,0,545.00,0,526.00,0,452.00,0,0,None (0/4)
"First-Line Supervisors of Mechanics, Installers, and Repairers",47.44,22.17,23.24,18.13,191.00,0,279.00,0,461.00,0,511.00,0,0,None (0/4)
First-Line Supervisors of Non-Retail Sales Workers,46.04,49.01,23.61,35.50,205.00,0,95.00,0,453.00,0,225.00,0,0,None (0/4)
First-Line Supervisors of Office and Administrative Support Workers,54.62,38.90,23.83,36.39,124.00,0,144.00,0,448.00,0,206.00,0,0,None (0/4)
First-Line Supervisors of Passenger Attendants,23.83,7.71,23.83,12.60,566.00,0,480.00,0,447.00,0,645.00,0,0,None (0/4)
First-Line Supervisors of Personal Service Workers,25.33,7.40,22.92,24.84,544.00,0,493.00,0,471.00,0,388.00,0,0,None (0/4)
First-Line Supervisors of Police and Detectives,18.41,0.00,12.51,25.06,679.00,0,640.00,0,746.00,0,383.00,0,0,None (0/4)
First-Line Supervisors of Production and Operating Workers,32.25,2.09,31.11,25.05,425.00,0,615.00,0,289.00,0,384.00,0,0,None (0/4)
First-Line Supervisors of Retail Sales Workers,56.92,48.44,23.00,37.26,103.00,0,100.00,0,469.00,0,193.00,0,0,None (0/4)
First-Line Supervisors of Security Workers,21.55,0.00,21.55,36.73,603.00,0,640.00,0,509.00,0,201.00,0,0,None (0/4)
Fish and Game Wardens,37.81,0.00,17.84,3.07,337.00,0,640.00,0,606.00,0,849.00,0,0,None (0/4)
Fishing and Hunting Workers,5.81,0.00,5.81,4.30,882.00,0,640.00,0,866.00,0,831.00,0,0,None (0/4)
Fitness and Wellness Coordinators,29.60,22.60,22.56,27.25,473.00,0,274.00,0,474.00,0,345.00,0,0,None (0/4)
Flight Attendants,36.73,4.64,33.30,11.59,363.00,0,560.00,0,235.00,0,667.00,0,0,None (0/4)
"Floor Layers, Except Carpet, Wood, and Hard Tiles",9.90,0.00,9.90,4.15,839.00,0,640.00,0,808.00,0,834.00,0,0,None (0/4)
Floor Sanders and Finishers,0.00,0.00,0.00,0.00,916.00,0,640.00,0,916.00,0,902.00,0,0,None (0/4)
Floral Designers,33.92,0.00,33.91,18.42,398.00,0,640.00,0,214.00,0,505.00,0,0,None (0/4)
Food Batchmakers,25.16,0.00,10.01,16.08,547.00,0,640.00,0,803.00,0,552.00,0,0,None (0/4)
Food Cooking Machine Operators and Tenders,18.90,0.00,18.90,21.10,666.00,0,640.00,0,582.00,0,457.00,0,0,None (0/4)
Food Preparation Workers,35.77,0.00,29.88,9.19,375.00,0,640.00,0,309.00,0,732.00,0,0,None (0/4)
Food Science Technicians,34.36,15.50,18.45,25.11,391.00,0,347.00,0,590.00,0,382.00,0,0,None (0/4)
Food Scientists and Technologists,37.30,34.61,33.86,17.90,347.00,0,173.00,0,218.00,0,515.00,0,0,None (0/4)
"Food Servers, Nonrestaurant",19.93,6.53,19.01,14.41,647.00,0,516.00,0,580.00,0,597.00,0,0,None (0/4)
Food Service Managers,27.32,14.83,21.43,31.19,515.00,0,354.00,0,514.00,0,277.00,0,0,None (0/4)
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",10.59,0.00,10.59,19.13,826.00,0,640.00,0,787.00,0,493.00,0,0,None (0/4)
"Foreign Language and Literature Teachers, Postsecondary",62.64,56.19,33.13,34.29,61.00,0,50.00,0,245.00,0,240.00,0,0,None (0/4)
Forensic Science Technicians,44.69,14.61,42.74,26.02,231.00,0,360.00,0,70.00,0,368.00,0,0,None (0/4)
Forest Fire Inspectors and Prevention Specialists,12.20,0.00,6.29,36.37,797.00,0,640.00,0,859.00,0,207.00,0,0,None (0/4)
Forest and Conservation Technicians,21.02,5.30,16.84,14.63,615.00,0,543.00,0,622.00,0,591.00,0,0,None (0/4)
Forest and Conservation Workers,11.78,0.00,11.78,4.19,805.00,0,640.00,0,763.00,0,833.00,0,0,None (0/4)
Foresters,12.88,0.00,12.88,1.80,791.00,0,640.00,0,736.00,0,874.00,0,0,None (0/4)
"Forestry and Conservation Science Teachers, Postsecondary",63.40,51.86,32.02,28.75,53.00,0,79.00,0,270.00,0,319.00,0,0,None (0/4)
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",20.06,0.00,20.06,5.73,643.00,0,640.00,0,554.00,0,806.00,0,0,None (0/4)
Foundry Mold and Coremakers,0.00,0.00,0.00,1.73,916.00,0,640.00,0,916.00,0,875.00,0,0,None (0/4)
"Fraud Examiners, Investigators and Analysts",45.21,36.96,33.57,26.31,223.00,0,158.00,0,227.00,0,363.00,0,0,None (0/4)
Freight Forwarders,40.53,26.68,28.61,48.29,294.00,0,236.00,0,334.00,0,121.00,0,0,None (0/4)
Fuel Cell Engineers,37.26,2.30,34.23,25.63,349.00,0,613.00,0,208.00,0,372.00,0,0,None (0/4)
Fundraisers,39.65,14.57,14.44,32.85,306.00,0,362.00,0,695.00,0,257.00,0,0,None (0/4)
Fundraising Managers,11.92,5.96,11.92,37.91,803.00,0,529.00,0,761.00,0,190.00,0,0,None (0/4)
Funeral Attendants,38.87,15.40,34.07,16.61,320.00,0,349.00,0,210.00,0,541.00,0,0,None (0/4)
Funeral Home Managers,19.66,9.55,19.66,28.65,652.00,0,440.00,0,565.00,0,323.00,0,0,None (0/4)
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",23.19,4.44,19.72,22.77,576.00,0,563.00,0,562.00,0,431.00,0,0,None (0/4)
Furniture Finishers,16.17,0.00,16.17,0.62,719.00,0,640.00,0,642.00,0,897.00,0,0,None (0/4)
Gambling Cage Workers,31.39,10.25,31.39,40.31,440.00,0,427.00,0,281.00,0,173.00,0,0,None (0/4)
Gambling Change Persons and Booth Cashiers,30.95,0.00,30.95,43.89,449.00,0,640.00,0,290.00,0,148.00,0,0,None (0/4)
Gambling Dealers,47.20,9.16,47.20,44.68,194.00,0,449.00,0,26.00,1,140.00,0,1,Single-source (1/4)
Gambling Managers,21.88,7.92,21.88,19.41,598.00,0,477.00,0,499.00,0,486.00,0,0,None (0/4)
Gambling Surveillance Officers and Gambling Investigators,37.15,15.41,37.15,44.56,353.00,0,348.00,0,163.00,0,142.00,0,0,None (0/4)
Gambling and Sports Book Writers and Runners,41.19,3.31,41.19,44.73,282.00,0,594.00,0,95.00,0,139.00,0,0,None (0/4)
Gas Compressor and Gas Pumping Station Operators,0.83,0.00,0.83,51.14,914.00,0,640.00,0,912.00,0,108.00,0,0,None (0/4)
Gas Plant Operators,19.07,10.55,10.63,18.40,662.00,0,422.00,0,786.00,0,506.00,0,0,None (0/4)
Gem and Diamond Workers,29.86,0.00,29.86,5.94,468.00,0,640.00,0,310.00,0,802.00,0,0,None (0/4)
General Internal Medicine Physicians,16.70,28.46,16.70,10.51,703.00,0,220.00,0,626.00,0,692.00,0,0,None (0/4)
General and Operations Managers,25.56,8.65,17.96,37.07,539.00,0,462.00,0,601.00,0,194.00,0,0,None (0/4)
Genetic Counselors,42.05,13.27,39.92,19.44,270.00,0,382.00,0,125.00,0,484.00,0,0,None (0/4)
Geneticists,34.40,33.78,29.21,33.69,390.00,0,181.00,0,319.00,0,244.00,0,0,None (0/4)
Geodetic Surveyors,19.01,3.55,15.85,46.55,663.00,0,591.00,0,652.00,0,129.00,0,0,None (0/4)
Geographers,67.38,25.60,49.50,44.35,27.00,1,245.00,0,17.00,1,143.00,0,2,Low (2/4)
Geographic Information Systems Technologists and Technicians,47.21,47.33,47.21,69.13,193.00,0,105.00,0,25.00,1,24.00,1,2,Low (2/4)
"Geography Teachers, Postsecondary",63.75,54.17,34.33,32.13,49.00,0,62.00,0,206.00,0,262.00,0,0,None (0/4)
"Geological Technicians, Except Hydrologic Technicians",14.98,23.36,14.98,26.45,746.00,0,264.00,0,674.00,0,362.00,0,0,None (0/4)
"Geoscientists, Except Hydrologists and Geographers",30.46,7.10,26.31,43.93,459.00,0,505.00,0,384.00,0,146.00,0,0,None (0/4)
Geothermal Production Managers,10.04,0.00,8.75,23.07,838.00,0,640.00,0,828.00,0,423.00,0,0,None (0/4)
Geothermal Technicians,33.35,0.00,24.12,17.20,409.00,0,640.00,0,440.00,0,536.00,0,0,None (0/4)
"Glass Blowers, Molders, Benders, and Finishers",14.67,0.00,14.67,5.26,755.00,0,640.00,0,686.00,0,814.00,0,0,None (0/4)
Glaziers,15.47,0.00,13.62,5.41,734.00,0,640.00,0,720.00,0,812.00,0,0,None (0/4)
Government Property Inspectors and Investigators,45.47,28.20,38.27,19.03,219.00,0,224.00,0,144.00,0,495.00,0,0,None (0/4)
"Graders and Sorters, Agricultural Products",10.06,0.00,10.06,11.72,837.00,0,640.00,0,801.00,0,661.00,0,0,None (0/4)
Graphic Designers,74.28,45.84,44.15,68.45,7.00,1,117.00,0,57.00,0,28.00,1,2,Low (2/4)
"Grinding and Polishing Workers, Hand",14.29,0.00,14.29,12.06,762.00,0,640.00,0,698.00,0,653.00,0,0,None (0/4)
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",22.17,0.00,22.17,9.47,592.00,0,640.00,0,487.00,0,723.00,0,0,None (0/4)
"Hairdressers, Hairstylists, and Cosmetologists",31.06,24.00,14.61,23.10,447.00,0,257.00,0,688.00,0,421.00,0,0,None (0/4)
Hazardous Materials Removal Workers,9.12,6.63,2.49,9.04,847.00,0,514.00,0,903.00,0,736.00,0,0,None (0/4)
Health Education Specialists,25.86,34.06,25.86,24.84,536.00,0,178.00,0,397.00,0,389.00,0,0,None (0/4)
Health Informatics Specialists,52.85,42.82,52.85,55.61,139.00,0,129.00,0,4.00,1,82.00,0,1,Single-source (1/4)
Health Information Technologists and Medical Registrars,38.11,30.02,38.11,51.21,333.00,0,209.00,0,149.00,0,107.00,0,0,None (0/4)
"Health Specialties Teachers, Postsecondary",68.60,54.47,25.94,24.34,24.00,1,58.00,0,396.00,0,398.00,0,1,Single-source (1/4)
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",42.84,4.19,42.84,15.55,255.00,0,574.00,0,68.00,0,567.00,0,0,None (0/4)
Healthcare Social Workers,37.42,19.88,20.86,14.60,342.00,0,299.00,0,532.00,0,592.00,0,0,None (0/4)
Hearing Aid Specialists,14.11,0.00,10.55,4.67,766.00,0,640.00,0,788.00,0,822.00,0,0,None (0/4)
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",20.58,0.00,17.91,15.27,629.00,0,640.00,0,604.00,0,575.00,0,0,None (0/4)
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",27.05,5.70,27.05,20.62,519.00,0,536.00,0,365.00,0,467.00,0,0,None (0/4)
Heavy and Tractor-Trailer Truck Drivers,19.54,10.98,16.19,18.81,653.00,0,410.00,0,640.00,0,498.00,0,0,None (0/4)
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",14.28,0.00,12.51,1.08,763.00,0,640.00,0,747.00,0,890.00,0,0,None (0/4)
Helpers--Carpenters,6.10,0.00,6.10,1.33,878.00,0,640.00,0,862.00,0,885.00,0,0,None (0/4)
Helpers--Electricians,15.52,0.00,15.52,2.43,733.00,0,640.00,0,659.00,0,861.00,0,0,None (0/4)
Helpers--Extraction Workers,3.66,0.00,3.66,0.00,903.00,0,640.00,0,898.00,0,902.00,0,0,None (0/4)
"Helpers--Installation, Maintenance, and Repair Workers",18.07,0.00,14.13,1.37,684.00,0,640.00,0,701.00,0,883.00,0,0,None (0/4)
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7.60,0.00,7.60,1.96,867.00,0,640.00,0,841.00,0,871.00,0,0,None (0/4)
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",22.66,0.00,19.66,2.32,583.00,0,640.00,0,563.00,0,863.00,0,0,None (0/4)
Helpers--Production Workers,12.12,5.79,5.39,22.75,799.00,0,533.00,0,872.00,0,432.00,0,0,None (0/4)
