title_current,config,pct,ska_gap,risk_score,risk_tier
Geodetic Surveyors,all_ceiling,55.84,-0.84,4,moderate
Geographers,all_ceiling,71.84,-1.29,5,high
Geographic Information Systems Technologists and Technicians,all_ceiling,71.61,0.78,6,high
"Geography Teachers, Postsecondary",all_ceiling,80.73,-1.37,5,high
"Geological Technicians, Except Hydrologic Technicians",all_ceiling,31.74,1.79,5,high
"Geoscientists, Except Hydrologists and Geographers",all_ceiling,59.55,-1.14,4,moderate
Geothermal Production Managers,all_ceiling,30.99,-0.96,2,low
Geothermal Technicians,all_ceiling,40.01,0.12,2,low
"Glass Blowers, Molders, Benders, and Finishers",all_ceiling,19.14,-0.10,2,low
Glaziers,all_ceiling,16.68,1.35,3,moderate
Government Property Inspectors and Investigators,all_ceiling,50.62,-0.98,3,moderate
"Graders and Sorters, Agricultural Products",all_ceiling,21.78,3.36,2,low
Graphic Designers,all_ceiling,87.30,0.48,5,high
"Grinding and Polishing Workers, Hand",all_ceiling,26.59,-0.58,2,low
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,29.36,-0.67,2,low
"Hairdressers, Hairstylists, and Cosmetologists",all_ceiling,48.77,1.54,6,high
Hazardous Materials Removal Workers,all_ceiling,17.84,0.64,3,moderate
Health Education Specialists,all_ceiling,48.06,-0.23,5,high
Health Informatics Specialists,all_ceiling,62.10,-0.79,3,moderate
Health Information Technologists and Medical Registrars,all_ceiling,61.96,,4,moderate
"Health Specialties Teachers, Postsecondary",all_ceiling,83.05,-1.32,4,moderate
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",all_ceiling,45.59,-0.20,2,low
Healthcare Social Workers,all_ceiling,44.39,-2.43,4,moderate
Hearing Aid Specialists,all_ceiling,14.11,0.52,4,moderate
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,33.29,-0.56,1,low
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",all_ceiling,40.24,-0.62,2,low
Heavy and Tractor-Trailer Truck Drivers,all_ceiling,29.40,0.16,3,moderate
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",all_ceiling,15.36,0.36,3,moderate
Helpers--Carpenters,all_ceiling,6.10,1.88,3,moderate
Helpers--Electricians,all_ceiling,15.52,0.81,3,moderate
Helpers--Extraction Workers,all_ceiling,3.66,-0.21,2,low
"Helpers--Installation, Maintenance, and Repair Workers",all_ceiling,18.07,0.26,3,moderate
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",all_ceiling,9.56,3.14,3,moderate
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",all_ceiling,22.66,0.04,2,low
Helpers--Production Workers,all_ceiling,32.12,1.06,3,moderate
Helpers--Roofers,all_ceiling,2.34,1.47,3,moderate
Highway Maintenance Workers,all_ceiling,3.21,0.92,3,moderate
Histology Technicians,all_ceiling,4.99,2.61,3,moderate
Historians,all_ceiling,78.79,-0.33,5,high
"History Teachers, Postsecondary",all_ceiling,86.42,-1.56,4,moderate
Histotechnologists,all_ceiling,13.99,1.98,2,low
Hoist and Winch Operators,all_ceiling,28.06,0.13,3,moderate
Home Appliance Repairers,all_ceiling,38.87,0.84,3,moderate
Home Health Aides,all_ceiling,31.23,3.08,5,high
Hospitalists,all_ceiling,30.16,-3.02,2,low
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",all_ceiling,58.31,3.56,5,high
"Hotel, Motel, and Resort Desk Clerks",all_ceiling,67.80,2.33,6,high
Human Factors Engineers and Ergonomists,all_ceiling,50.87,-1.17,2,low
"Human Resources Assistants, Except Payroll and Timekeeping",all_ceiling,89.79,0.43,7,high
Human Resources Managers,all_ceiling,64.92,-2.23,4,moderate
Human Resources Specialists,all_ceiling,86.37,0.10,4,moderate
Hydroelectric Plant Technicians,all_ceiling,22.03,-0.94,1,low
Hydroelectric Production Managers,all_ceiling,21.25,-0.81,1,low
Hydrologic Technicians,all_ceiling,43.88,,3,moderate
Hydrologists,all_ceiling,41.48,-1.82,3,moderate
Industrial Ecologists,all_ceiling,37.34,-1.18,2,low
Industrial Engineering Technologists and Technicians,all_ceiling,39.93,0.01,2,low
Industrial Engineers,all_ceiling,59.59,-0.90,3,moderate
Industrial Machinery Mechanics,all_ceiling,39.18,-0.36,1,low
Industrial Production Managers,all_ceiling,45.17,-0.97,3,moderate
Industrial Truck and Tractor Operators,all_ceiling,39.37,1.38,4,moderate
Industrial-Organizational Psychologists,all_ceiling,69.78,-3.80,4,moderate
Information Security Analysts,all_ceiling,85.91,-0.32,3,moderate
Information Security Engineers,all_ceiling,59.76,-0.25,4,moderate
Information Technology Project Managers,all_ceiling,81.20,-0.53,4,moderate
"Inspectors, Testers, Sorters, Samplers, and Weighers",all_ceiling,33.70,1.50,5,high
Instructional Coordinators,all_ceiling,53.52,-1.00,3,moderate
"Insulation Workers, Floor, Ceiling, and Wall",all_ceiling,13.62,1.63,3,moderate
"Insulation Workers, Mechanical",all_ceiling,29.44,0.74,3,moderate
"Insurance Appraisers, Auto Damage",all_ceiling,44.79,1.13,4,moderate
Insurance Claims and Policy Processing Clerks,all_ceiling,69.60,2.21,7,high
Insurance Sales Agents,all_ceiling,72.66,1.36,5,high
Insurance Underwriters,all_ceiling,61.44,1.61,5,high
Intelligence Analysts,all_ceiling,77.46,-0.79,4,moderate
Interior Designers,all_ceiling,52.70,-0.80,5,high
Interpreters and Translators,all_ceiling,87.70,0.64,6,high
"Interviewers, Except Eligibility and Loan",all_ceiling,76.14,0.85,7,high
Investment Fund Managers,all_ceiling,92.45,-1.11,4,moderate
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",all_ceiling,16.79,3.66,3,moderate
Jewelers and Precious Stone and Metal Workers,all_ceiling,21.97,2.35,4,moderate
"Judges, Magistrate Judges, and Magistrates",all_ceiling,24.47,-4.06,1,low
Judicial Law Clerks,all_ceiling,70.16,-2.51,4,moderate
"Kindergarten Teachers, Except Special Education",all_ceiling,61.39,0.65,5,high
Labor Relations Specialists,all_ceiling,39.28,-1.33,2,low
"Laborers and Freight, Stock, and Material Movers, Hand",all_ceiling,20.71,1.36,3,moderate
Landscape Architects,all_ceiling,46.66,-0.99,2,low
Landscaping and Groundskeeping Workers,all_ceiling,16.08,0.99,3,moderate
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,30.36,0.98,3,moderate
Laundry and Dry-Cleaning Workers,all_ceiling,21.62,4.53,2,low
"Law Teachers, Postsecondary",all_ceiling,81.71,-3.95,5,high
Lawyers,all_ceiling,47.39,-3.27,4,moderate
"Layout Workers, Metal and Plastic",all_ceiling,19.32,1.66,3,moderate
Legal Secretaries and Administrative Assistants,all_ceiling,74.10,0.08,6,high
Legislators,all_ceiling,50.04,,3,moderate
Librarians and Media Collections Specialists,all_ceiling,55.13,0.38,5,high
"Library Assistants, Clerical",all_ceiling,58.46,4.12,5,high
"Library Science Teachers, Postsecondary",all_ceiling,83.47,-2.51,5,high
Library Technicians,all_ceiling,68.01,3.42,6,high
Licensed Practical and Licensed Vocational Nurses,all_ceiling,36.97,0.30,5,high
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",all_ceiling,31.20,1.99,3,moderate
Light Truck Drivers,all_ceiling,27.47,2.70,3,moderate
Lighting Technicians,all_ceiling,51.44,,4,moderate
"Loading and Moving Machine Operators, Underground Mining",all_ceiling,14.11,0.98,2,low
Loan Interviewers and Clerks,all_ceiling,76.27,0.65,6,high
Loan Officers,all_ceiling,59.11,0.22,5,high
"Locker Room, Coatroom, and Dressing Room Attendants",all_ceiling,35.20,4.30,3,moderate
Locksmiths and Safe Repairers,all_ceiling,10.50,1.34,3,moderate
Locomotive Engineers,all_ceiling,23.14,-0.12,2,low
Lodging Managers,all_ceiling,67.79,-1.39,5,high
Log Graders and Scalers,all_ceiling,26.20,2.86,2,low
Logging Equipment Operators,all_ceiling,8.35,-2.49,1,low
Logisticians,all_ceiling,65.04,-0.58,4,moderate
Logistics Analysts,all_ceiling,80.47,0.14,4,moderate
Logistics Engineers,all_ceiling,65.76,-1.84,4,moderate
Loss Prevention Managers,all_ceiling,35.18,-1.13,3,moderate
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",all_ceiling,45.80,-0.07,3,moderate
Machine Feeders and Offbearers,all_ceiling,14.15,0.41,3,moderate
Machinists,all_ceiling,36.25,1.03,4,moderate
Magnetic Resonance Imaging Technologists,all_ceiling,34.26,0.76,3,moderate
Maids and Housekeeping Cleaners,all_ceiling,8.94,2.31,3,moderate
"Mail Clerks and Mail Machine Operators, Except Postal Service",all_ceiling,39.02,3.84,5,high
"Maintenance Workers, Machinery",all_ceiling,28.10,-0.56,1,low
"Maintenance and Repair Workers, General",all_ceiling,25.12,-0.38,3,moderate
"Makeup Artists, Theatrical and Performance",all_ceiling,17.67,1.12,4,moderate
Management Analysts,all_ceiling,73.77,-0.87,4,moderate
Manicurists and Pedicurists,all_ceiling,16.21,3.27,2,low
Manufactured Building and Mobile Home Installers,all_ceiling,26.17,-1.16,2,low
Manufacturing Engineers,all_ceiling,63.02,-3.00,3,moderate
Marine Engineers and Naval Architects,all_ceiling,38.85,-2.29,1,low
Market Research Analysts and Marketing Specialists,all_ceiling,92.71,-0.89,4,moderate
Marketing Managers,all_ceiling,78.01,-0.73,4,moderate
Marriage and Family Therapists,all_ceiling,64.88,-2.86,4,moderate
Massage Therapists,all_ceiling,22.52,2.22,2,low
Materials Engineers,all_ceiling,33.29,-2.23,1,low
Materials Scientists,all_ceiling,55.91,-2.37,3,moderate
"Mathematical Science Teachers, Postsecondary",all_ceiling,79.60,-2.28,4,moderate
Mathematicians,all_ceiling,76.41,-2.94,4,moderate
"Meat, Poultry, and Fish Cutters and Trimmers",all_ceiling,45.01,2.04,3,moderate
Mechanical Door Repairers,all_ceiling,22.66,0.12,2,low
Mechanical Drafters,all_ceiling,69.62,0.18,5,high
Mechanical Engineering Technologists and Technicians,all_ceiling,44.55,-0.31,4,moderate
Mechanical Engineers,all_ceiling,55.70,-2.18,3,moderate
Mechatronics Engineers,all_ceiling,61.27,-2.13,3,moderate
Media Programming Directors,all_ceiling,34.67,-1.13,3,moderate
Media Technical Directors/Managers,all_ceiling,40.64,-1.10,3,moderate
Medical Appliance Technicians,all_ceiling,8.97,0.64,3,moderate
Medical Assistants,all_ceiling,58.99,0.46,7,high
Medical Dosimetrists,all_ceiling,49.52,-0.42,3,moderate
Medical Equipment Preparers,all_ceiling,9.56,0.91,3,moderate
Medical Equipment Repairers,all_ceiling,45.06,0.22,3,moderate
Medical Records Specialists,all_ceiling,66.64,,4,moderate
"Medical Scientists, Except Epidemiologists",all_ceiling,51.99,-3.24,4,moderate
Medical Secretaries and Administrative Assistants,all_ceiling,73.25,2.36,7,high
Medical Transcriptionists,all_ceiling,82.69,0.78,6,high
Medical and Clinical Laboratory Technicians,all_ceiling,51.19,1.40,5,high
Medical and Clinical Laboratory Technologists,all_ceiling,56.09,-1.43,3,moderate
Medical and Health Services Managers,all_ceiling,65.06,-2.09,4,moderate
"Meeting, Convention, and Event Planners",all_ceiling,70.12,-0.29,5,high
Mental Health Counselors,all_ceiling,63.13,-4.17,4,moderate
Mental Health and Substance Abuse Social Workers,all_ceiling,51.92,-2.07,4,moderate
Merchandise Displayers and Window Trimmers,all_ceiling,49.75,2.18,6,high
Metal-Refining Furnace Operators and Tenders,all_ceiling,30.58,-0.23,1,low
"Meter Readers, Utilities",all_ceiling,48.12,3.14,5,high
Microbiologists,all_ceiling,57.54,-2.01,5,high
Microsystems Engineers,all_ceiling,53.12,-2.81,3,moderate
"Middle School Teachers, Except Special and Career/Technical Education",all_ceiling,71.70,0.45,5,high
Midwives,all_ceiling,37.18,-1.32,2,low
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,30.95,0.56,3,moderate
Millwrights,all_ceiling,15.88,-2.12,1,low
"Mining and Geological Engineers, Including Mining Safety Engineers",all_ceiling,36.10,-1.99,1,low
"Mixing and Blending Machine Setters, Operators, and Tenders",all_ceiling,28.25,-2.64,2,low
"Mobile Heavy Equipment Mechanics, Except Engines",all_ceiling,27.06,-1.13,1,low
"Model Makers, Metal and Plastic",all_ceiling,27.13,-1.32,2,low
"Model Makers, Wood",all_ceiling,32.28,0.83,3,moderate
Models,all_ceiling,57.81,,2,low
"Molders, Shapers, and Casters, Except Metal and Plastic",all_ceiling,13.72,-0.22,1,low
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,23.34,0.99,3,moderate
Molecular and Cellular Biologists,all_ceiling,61.14,-3.66,4,moderate
"Morticians, Undertakers, and Funeral Arrangers",all_ceiling,29.57,1.57,4,moderate
Motion Picture Projectionists,all_ceiling,41.51,2.24,4,moderate
Motorboat Mechanics and Service Technicians,all_ceiling,13.04,-0.61,2,low
Motorboat Operators,all_ceiling,12.86,-1.46,2,low
Motorcycle Mechanics,all_ceiling,22.62,0.32,3,moderate
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",all_ceiling,33.39,0.39,3,moderate
Museum Technicians and Conservators,all_ceiling,65.40,1.91,4,moderate
Music Directors and Composers,all_ceiling,50.89,0.65,4,moderate
Music Therapists,all_ceiling,40.95,-2.96,2,low
Musical Instrument Repairers and Tuners,all_ceiling,28.49,-0.25,1,low
Musicians and Singers,all_ceiling,28.94,1.19,3,moderate
Nannies,all_ceiling,47.53,2.53,6,high
Nanosystems Engineers,all_ceiling,48.19,-3.07,3,moderate
Nanotechnology Engineering Technologists and Technicians,all_ceiling,31.88,-1.56,1,low
Natural Sciences Managers,all_ceiling,57.06,-1.88,4,moderate
Naturopathic Physicians,all_ceiling,49.89,-2.59,3,moderate
Network and Computer Systems Administrators,all_ceiling,85.55,-0.45,3,moderate
Neurodiagnostic Technologists,all_ceiling,24.99,0.75,2,low
Neurologists,all_ceiling,37.17,-3.86,2,low
Neuropsychologists,all_ceiling,28.51,-3.49,2,low
New Accounts Clerks,all_ceiling,75.46,1.92,6,high
"News Analysts, Reporters, and Journalists",all_ceiling,58.29,0.32,5,high
Non-Destructive Testing Specialists,all_ceiling,42.34,0.03,2,low
Nuclear Engineers,all_ceiling,26.83,-3.24,1,low
Nuclear Medicine Technologists,all_ceiling,49.47,0.63,4,moderate
Nuclear Monitoring Technicians,all_ceiling,48.20,1.15,5,high
Nuclear Power Reactor Operators,all_ceiling,35.94,-0.73,2,low
Nuclear Technicians,all_ceiling,31.29,-0.34,2,low
Nurse Anesthetists,all_ceiling,18.47,-1.99,1,low
Nurse Midwives,all_ceiling,45.91,-2.29,4,moderate
Nurse Practitioners,all_ceiling,49.95,-1.99,3,moderate
Nursing Assistants,all_ceiling,18.82,2.67,4,moderate
"Nursing Instructors and Teachers, Postsecondary",all_ceiling,63.58,-2.06,4,moderate
Obstetricians and Gynecologists,all_ceiling,47.07,-2.85,2,low
Occupational Health and Safety Specialists,all_ceiling,51.29,-0.46,3,moderate
Occupational Health and Safety Technicians,all_ceiling,32.54,0.17,4,moderate
Occupational Therapists,all_ceiling,42.94,-2.10,3,moderate
Occupational Therapy Aides,all_ceiling,34.41,2.23,5,high
Occupational Therapy Assistants,all_ceiling,19.47,0.94,5,high
"Office Clerks, General",all_ceiling,82.44,2.66,7,high
"Office Machine Operators, Except Computer",all_ceiling,53.09,3.42,3,moderate
Online Merchants,all_ceiling,96.90,1.53,5,high
Operating Engineers and Other Construction Equipment Operators,all_ceiling,14.56,-0.76,1,low
Operations Research Analysts,all_ceiling,74.82,-2.14,4,moderate
Ophthalmic Laboratory Technicians,all_ceiling,13.97,0.97,3,moderate
Ophthalmic Medical Technicians,all_ceiling,3.35,1.62,3,moderate
Ophthalmic Medical Technologists,all_ceiling,14.15,1.24,3,moderate
"Ophthalmologists, Except Pediatric",all_ceiling,18.56,-2.52,2,low
"Opticians, Dispensing",all_ceiling,22.98,0.97,3,moderate
Optometrists,all_ceiling,30.19,-0.88,1,low
Oral and Maxillofacial Surgeons,all_ceiling,13.47,-3.24,0,low
Order Clerks,all_ceiling,75.59,1.14,7,high
Orderlies,all_ceiling,6.42,1.61,3,moderate
Orthodontists,all_ceiling,31.79,-0.56,1,low
"Orthopedic Surgeons, Except Pediatric",all_ceiling,19.44,,0,low
Orthoptists,all_ceiling,23.33,-0.45,1,low
Orthotists and Prosthetists,all_ceiling,16.66,-1.54,1,low
Outdoor Power Equipment and Other Small Engine Mechanics,all_ceiling,32.57,0.36,3,moderate
Packaging and Filling Machine Operators and Tenders,all_ceiling,26.56,1.20,4,moderate
"Packers and Packagers, Hand",all_ceiling,29.00,2.34,3,moderate
"Painters, Construction and Maintenance",all_ceiling,19.74,3.28,3,moderate
"Painting, Coating, and Decorating Workers",all_ceiling,13.39,1.63,2,low
"Paper Goods Machine Setters, Operators, and Tenders",all_ceiling,34.82,2.14,4,moderate
Paperhangers,all_ceiling,22.39,1.17,3,moderate
Paralegals and Legal Assistants,all_ceiling,55.24,-0.14,6,high
Paramedics,all_ceiling,13.51,,2,low
Park Naturalists,all_ceiling,56.39,0.69,4,moderate
Parking Attendants,all_ceiling,24.40,4.32,2,low
Parking Enforcement Workers,all_ceiling,35.77,3.47,5,high
Parts Salespersons,all_ceiling,62.45,1.22,6,high
Passenger Attendants,all_ceiling,53.50,2.19,5,high
Patient Representatives,all_ceiling,80.85,0.95,6,high
"Patternmakers, Metal and Plastic",all_ceiling,43.01,1.36,3,moderate
"Patternmakers, Wood",all_ceiling,36.86,0.31,3,moderate
"Paving, Surfacing, and Tamping Equipment Operators",all_ceiling,0.90,-2.29,2,low
Payroll and Timekeeping Clerks,all_ceiling,73.89,0.79,7,high
Pediatric Surgeons,all_ceiling,15.89,,0,low
"Pediatricians, General",all_ceiling,52.93,-2.45,3,moderate
Penetration Testers,all_ceiling,68.24,,3,moderate
Personal Care Aides,all_ceiling,48.61,2.90,6,high
Personal Financial Advisors,all_ceiling,81.92,-0.70,4,moderate
Pest Control Workers,all_ceiling,33.79,1.99,3,moderate
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",all_ceiling,14.94,2.56,2,low
Petroleum Engineers,all_ceiling,32.02,-0.53,2,low
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",all_ceiling,33.31,0.22,3,moderate
Pharmacists,all_ceiling,69.00,-1.13,4,moderate
Pharmacy Aides,all_ceiling,66.05,4.19,5,high
Pharmacy Technicians,all_ceiling,65.11,1.24,5,high
"Philosophy and Religion Teachers, Postsecondary",all_ceiling,83.55,-1.84,5,high
Phlebotomists,all_ceiling,21.13,1.79,4,moderate
Photographers,all_ceiling,69.88,0.90,7,high
Photographic Process Workers and Processing Machine Operators,all_ceiling,57.22,2.33,5,high
Photonics Engineers,all_ceiling,60.71,-3.69,3,moderate
Photonics Technicians,all_ceiling,36.05,0.81,3,moderate
Physical Medicine and Rehabilitation Physicians,all_ceiling,16.66,-3.04,3,moderate
Physical Therapist Aides,all_ceiling,16.86,3.06,4,moderate
Physical Therapist Assistants,all_ceiling,20.60,0.38,5,high
Physical Therapists,all_ceiling,51.85,-0.97,3,moderate
